"","Gene","RE22","BAA_450"
"2187","Chaperone protein ClpB (ATP-dependent unfoldase)",1,1
"2188","tRNA-Ala-GGC",1,1
"2189","Inositol-1-monophosphatase (EC 3.1.3.25)",1,1
"2190","tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase (EC 2.1.1.200)",1,1
"2191","Iron-sulfur cluster regulator IscR",1,1
"2192","Cysteine desulfurase (EC 2.8.1.7) => IscS",1,1
"2193","Iron-sulfur cluster assembly scaffold protein IscU",1,1
"2194","Iron-sulfur cluster assembly iron binding protein IscA",1,1
"2195","Chaperone protein HscB",1,1
"2196","Chaperone protein HscA",1,1
"2197","Ferredoxin, 2Fe-2S",1,1
"2198","Protein IscX, believed to be involved in assembly of Fe-S clusters",1,1
"2199","Peptidase B (EC 3.4.11.23)",1,1
"2200","Nucleoside diphosphate kinase (EC 2.7.4.6)",1,1
"2201","Translation elongation factor G paralog VC2342",1,1
"2202","Helix-turn-helix, AraC type:Response regulator receiver",1,1
"2203","Flp pilus assembly protein, pilin Flp",1,1
"2204","Predicted ATPase with chaperone activity, associated with Flp pilus assembly",1,1
"2205","Flp pilus assembly protein RcpC/CpaB",1,1
"2206","Type II/IV secretion system secretin RcpA/CpaC, associated with Flp pilus assembly",1,1
"2207","FIG01201118: hypothetical protein",1,1
"2208","Type II/IV secretion system ATPase TadZ/CpaE, associated with Flp pilus assembly",1,1
"2209","Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily",1,1
"2210","Flp pilus assembly protein TadB",1,1
"2211","Type II/IV secretion system protein TadC, associated with Flp pilus assembly",1,1
"2212","TPR repeat protein",1,1
"2213","Chromate transport protein ChrA",1,1
"2214","LysR-like transcriptional regulator",1,1
"2215","Mlr1851 protein",1,1
"2216","Melibiose operon regulatory protein MelR, AraC family",1,1
"2217","alpha-galactosidase (EC 3.2.1.22)",1,1
"2218","Melibiose carrier protein, Na+/melibiose symporter",1,1
"2219","Glucosidase YgjK",1,1
"2220","Outer membrane protein romA",1,1
"2221","Inner membrane permease YgjI, clustered with evolved beta-galactosidase",1,1
"2222","Evolved beta-D-galactosidase, beta subunit",1,1
"2223","Evolved beta-D-galactosidase, alpha subunit",1,1
"2224","Evolved beta-D-galactosidase transcriptional repressor",1,1
"2225","UDP-glucose 4-epimerase (EC 5.1.3.2)",1,1
"2226","Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)",1,1
"2227","Galactokinase (EC 2.7.1.6)",1,1
"2228","Aldose 1-epimerase (EC 5.1.3.3)",1,1
"2229","Galactose operon repressor, GalR-LacI family of transcriptional regulators",1,1
"2230","tRNA-binding protein YgjH",1,1
"2231","FIG01200286: hypothetical protein",1,1
"2232","PTS system, mannose-specific IIA component (EC 2.7.1.191) / PTS system, mannose-specific IIB component (EC 2.7.1.191) / PTS system, mannose-specific IIC component",1,1
"2233","Putative PTS system, nitrogen regulatory IIA component",1,1
"2234","PTS system, IIB component",1,1
"2235","NnrS protein involved in response to NO",1,1
"2236","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)",1,1
"2237","Alkyl hydroperoxide reductase subunit C-like protein",1,1
"2238","Transcriptional regulator VC0732, LysR family",1,1
"2239","Malate synthase (EC 2.3.3.9)",1,1
"2240","Isocitrate lyase (EC 4.1.3.1)",1,1
"2241","S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)",1,1
"2242","Queuine tRNA-ribosyltransferase (EC 2.4.2.29)",1,1
"2243","Protein translocase subunit YajC",1,1
"2244","Protein translocase subunit SecD",1,1
"2245","Protein translocase subunit SecF",1,1
"2246","Penicillin-insensitive murein endopeptidase",1,1
"2247","Uncharacterized ferredoxin-like protein YfhL",1,1
"2248","Uncharacterized protease YegQ",1,1
"2249","DNA recombination-dependent growth factor RdgC",1,1
"2250","Phosphate regulon transcriptional regulatory protein PhoB (SphR)",1,1
"2251","Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)",1,1
"2252","Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)",1,1
"2253","Exopolyphosphatase (EC 3.6.1.11)",1,1
"2254","Polyphosphate kinase (EC 2.7.4.1)",1,1
"2255","Phosphate ABC transporter, permease protein PstC (TC 3.A.1.7.1)",1,1
"2256","Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)",1,1
"2257","Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)",1,1
"2258","Phosphate transport system regulatory protein PhoU",1,1
"2259","Polyphosphate kinase 2 (EC 2.7.4.1)",1,1
"2260","Cytoplasmic copper homeostasis protein CutC",1,1
"2261","DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS",1,1
"2262","Probable transcription regulator protein of MDR efflux pump cluster",1,1
"2263","Multidrug efflux system, membrane fusion component => MexE of MexEF-OprN system",1,1
"2264","Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexF of MexEF-OprN system",1,1
"2265","Uncharacterized transcriptional regulator VC2324, LysR family",1,1
"2266","Uncharacterized protein VC2323",1,1
"2267","Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)",1,1
"2268","Exodeoxyribonuclease V beta chain (EC 3.1.11.5)",1,1
"2269","Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)",1,1
"2270","N-acetylglutamate synthase (EC 2.3.1.1)",1,1
"2271","Membrane-bound lytic murein transglycosylase A",1,1
"2272","HesA/MoeB/ThiF family protein => sulfur transfer pathway protein CsdL",1,1
"2273","Sulfur acceptor protein => sulfur transfer pathway protein CsdE",1,1
"2274","23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192)",1,1
"2275","Cytoskeleton protein RodZ",1,1
"2276","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)",1,1
"2277","Histidyl-tRNA synthetase (EC 6.1.1.21)",1,1
"2278","UPF0070 protein YfgM",1,1
"2279","Outer membrane beta-barrel assembly protein BamB",1,1
"2280","GTP-binding protein EngA",1,1
"2281","Predicted metal-dependent hydrolase",1,1
"2282","Uncharacterized protein YfgJ",1,1
"2283","Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)",1,1
"2284","Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain",1,1
"2285","GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",1,1
"2286","Succinate-acetate/proton symporter SatP",1,1
"2287","Putative sodium/proton-dependent alanine carrier protein YrbD",1,1
"2288","D-amino acid dehydrogenase (EC 1.4.99.6)",1,1
"2289","Kef-type K+ transport system, predicted NAD-binding component",1,1
"2290","FIG01200739: hypothetical protein",1,1
"2291","O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)",1,1
"2292","Alkaline serine protease",1,1
"2293","Potassium efflux system KefA protein / Small-conductance mechanosensitive channel",1,1
"2294","Intergenic-region protein",1,0
"2295","Ribonuclease HI, Vibrio paralog",1,1
"2296","FIG01201329: hypothetical protein",1,0
"2297","Maebl",1,1
"2298","FIG01199828: hypothetical protein",1,1
"2299","Transcriptional factor MdcH",1,1
"2300","RNA polymerase associated protein RapA (EC 3.6.1.-)",1,0
"2301","Type III restriction-modification system methylation subunit (EC 2.1.1.72)",1,1
"2302","tmRNA-binding protein SmpB",1,1
"2303","Ribosome association toxin RatA",1,1
"2304","UPF0125 protein RatB",1,1
"2305","Outer membrane beta-barrel assembly protein BamE",1,1
"2306","DNA repair protein RecN",1,1
"2307","NAD kinase (EC 2.7.1.23)",1,1
"2308","Heat shock protein GrpE",1,1
"2309","Chaperone protein DnaK",1,1
"2310","Chaperone protein DnaJ",1,1
"2311","Type IV pilus biogenesis protein PilE",1,1
"2312","Type IV fimbrial biogenesis protein FimT",1,1
"2313","Type IV fimbrial biogenesis protein PilW",1,1
"2314","FIG01199868: hypothetical protein",1,1
"2315","Type IV fimbrial biogenesis protein PilV",1,1
"2316","Aminobenzoyl-glutamate transport protein",1,1
"2317","tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)",1,1
"2318","Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1)",1,1
"2319","Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",1,1
"2320","Pressure-regulated ORF-like protein",1,1
"2321","Uncharacterized protein BT_4646",1,1
"2322","UPF0253 protein YaeP",1,1
"2323","FIG01205988: hypothetical protein",1,0
"2324","Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)",1,1
"2325","Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)",1,1
"2326","Uracil phosphoribosyltransferase (EC 2.4.2.9)",1,1
"2327","LSU rRNA pseudouridine(2604) synthase (EC 5.4.99.21)",1,1
"2328","Uncharacterized protein VC_2222",1,1
"2329","Uncharacterized protein VC2221",1,1
"2330","FIG01199637: hypothetical protein",1,1
"2331","Di-tripeptide/cation symporter",1,1
"2332","Putative glutathione-regulated potassium-efflux system protein KefB",1,1
"2333","N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family",1,1
"2334","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)",1,1
"2335","PTS system, N-acetylglucosamine-specific IIC component / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.193)",1,1
"2336","Glutaminyl-tRNA synthetase (EC 6.1.1.18)",1,1
"2337","Ferric uptake regulation protein FUR",1,1
"2338","FIG01200136: hypothetical protein",1,1
"2339","Flavodoxin 1",1,1
"2340","Uncharacterized protein VC2098",1,1
"2341","Esterase ybfF (EC 3.1.-.-)",1,1
"2342","SeqA protein, negative modulator of initiation of replication",1,1
"2343","Phosphoglucomutase (EC 5.4.2.2)",1,1
"2344","FIG01200929: hypothetical protein",1,1
"2345","GTP cyclohydrolase 1 type 2 homolog YbgI",1,1
"2346","Citrate synthase (si) (EC 2.3.3.1)",1,1
"2347","Succinate dehydrogenase cytochrome b-556 subunit",1,1
"2348","Succinate dehydrogenase hydrophobic membrane anchor protein",1,1
"2349","Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)",1,1
"2350","Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)",1,1
"2351","2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)",1,1
"2352","Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)",1,1
"2353","Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)",1,1
"2354","Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)",1,1
"2355","FIG01199743: hypothetical protein",1,1
"2356","FIG01199667: hypothetical protein",1,1
"2357","Uncharacterized protein YqcC",1,1
"2358","tRNA pseudouridine(65) synthase (EC 5.4.99.26)",1,1
"2359","1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)",1,1
"2360","(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10) @ Dimethylallyltransferase (EC 2.5.1.1)",1,1
"2361","Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)",1,1
"2362","tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis",1,1
"2363","Glycine cleavage system transcriptional activator GcvA",1,1
"2364","Hydrolase SM_b20688, alpha/beta fold family",1,1
"2365","FIG00018398: hypothetical regulator",1,1
"2366","23S rRNA (cytidine(2498)-2'-O)-methyltransferase (EC 2.1.1.186)",1,1
"2367","DNA/RNA endonuclease G",1,1
"2368","Flap endonuclease Xni",1,1
"2369","Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase PpnN (EC 3.2.2.4) (EC 3.2.2.10)",1,1
"2370","GGDEF domain family protein",1,1
"2371","FIG01199812: hypothetical protein",1,1
"2372","NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)",1,1
"2373","Syd protein",1,1
"2374","Zn-ribbon-containing, possibly nucleic-acid-binding protein",1,1
"2375","FIG009095: D,D-carboxypeptidase family protein",1,1
"2376","N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)",1,1
"2377","FIG138056: a glutathione-dependent thiol reductase",1,1
"2378","FIG01199732: hypothetical protein",1,1
"2379","Putative outer membrane lipoprotein",1,1
"2380","FIG01200259: hypothetical protein",1,1
"2381","Cytochrome c-type heme lyase subunit nrfG, nitrite reductase complex assembly",1,1
"2382","Cytochrome c552 precursor (EC 1.7.2.2)",1,1
"2383","Cytochrome c-type protein NrfB precursor",1,1
"2384","NrfC protein",1,1
"2385","NrfD protein",1,1
"2386","Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly",1,1
"2387","Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly",1,1
"2388","Predicted dye-decolorizing peroxidase (DyP), YfeX-like subgroup",1,1
"2389","Flagellin protein FlaF",1,1
"2390","Flagellar protein FlaG",1,1
"2391","Polar flagellar rod protein FlaI",1,1
"2392","Flagellar sensor histidine kinase FleS",1,1
"2393","Flagellar two-component response regulator FleR",1,1
"2394","Flagellar protein FliJ",1,1
"2395","Flagellar biosynthesis protein FliO",1,1
"2396","UPF0115 protein YfcN",1,1
"2397","Ribosomal protein L3 N(5)-glutamine methyltransferase (EC 2.1.1.298)",1,1
"2398","Chorismate synthase (EC 4.2.3.5)",1,1
"2399","P120' protein",1,1
"2400","UPF0126 inner membrane protein YicG",1,1
"2401","ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines) / ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)",1,1
"2402","FIG01199665: hypothetical protein",1,1
"2403","ATP-dependent protease La (EC 3.4.21.53) Type II",1,1
"2404","GGDEF/PAS/PAC-domain containing protein",1,1
"2405","ABC transporter, substrate-binding protein YejA",1,1
"2406","ABC transporter, permease protein YejB",1,1
"2407","ABC transporter, permease protein YejE",1,1
"2408","ABC transporter, ATP-binding protein YejF",1,1
"2409","Peptidase, M16 family",1,1
"2410","Putative transcriptional regulatory protein",1,1
"2411","Uncharacterized S4 RNA-binding-domain protein YbcJ",1,1
"2412","Catechol siderophore ABC transporter, substrate-binding protein",1,1
"2413","Ferric vibriobactin, enterobactin transport system, permease protein VctD (TC 3.A.1.14.6)",1,1
"2414","Ferric vibriobactin, enterobactin transport system, permease protein VctG (TC 3.A.1.14.6)",1,1
"2415","Ferric vibriobactin, enterobactin transport system, ATP-binding protein (TC 3.A.1.14.6)",1,1
"2416","Formate--tetrahydrofolate ligase (EC 6.3.4.3)",1,1
"2417","Fatty acid cis/trans isomerase",1,1
"2418","Ferric vibriobactin, enterobactin transport system, substrate-binding protein VctP (TC 3.A.1.14.6)",1,1
"2419","Outer membrane protein",1,1
"2420","Hypothetical protein, restriction endonuclease-like VRR-NUC domain",1,1
"2421","Oxalate/formate antiporter",1,1
"2422","Extracellular solute-binding protein, family 3/GGDEF domain protein",1,1
"2423","Cell wall endopeptidase, family M23/M37",1,1
"2424","T6SS sigma-54-dependent regulator VasH",1,1
"2425","FIG01199591: hypothetical protein",1,1
"2426","FIG01200268: hypothetical protein",1,1
"2427","Pentapeptide repeat family protein",1,1
"2428","FIG01200163: hypothetical protein",1,1
"2429","Serine/threonine protein kinase",1,1
"2430","Transcriptional regulator, AsnC family",1,1
"2431","Type VI secretion-related protein VasL",1,1
"2432","FIG01199688: hypothetical protein",1,1
"2433","T6SS outer membrane component TssL (ImpK/VasF)",1,1
"2434","beta-galactosidase (EC 3.2.1.23)",1,1
"2435","Acetoacetyl-CoA reductase (EC 1.1.1.36)",1,1
"2436","Polyhydroxyalkanoic acid synthase",1,1
"2437","Aspartate racemase (EC 5.1.1.13)",1,1
"2438","Phospholipase/lecithinase/hemolysin",1,1
"2439","Metalloprotease, putative zinc-binding domain",1,1
"2440","CoA-disulfide reductase (EC 1.8.1.14)",1,1
"2441","Transcriptional regulator, ArsR family",1,1
"2442","Predicted transporter component",1,1
"2443","Metal-dependent hydrolase",1,1
"2444","Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)",1,1
"2445","Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)",1,1
"2446","Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8) / Macrophage infectivity potentiator",1,1
"2447","Thiol-disulfide isomerase",1,1
"2448","Protein F-related protein",1,1
"2449","Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)",1,1
"2450","Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)",1,1
"2451","Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)",1,1
"2452","Glycerol uptake facilitator protein",1,1
"2453","Glycerol kinase (EC 2.7.1.30)",1,1
"2454","UPF0265 protein YeeX",1,1
"2455","FIG01200784: hypothetical protein",1,1
"2456","Protein of unknown function YceH",1,1
"2457","UPF0213 protein YhbQ",1,1
"2458","TraF protein",1,1
"2459","Autoinducer 2-binding periplasmic protein LuxP precursor",1,1
"2460","Autoinducer 2 sensor kinase/phosphatase LuxQ (EC 2.7.3.-) (EC 3.1.3.-)",1,1
"2461","FIG01199864: hypothetical protein",1,1
"2462","Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)",1,1
"2463","Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)",1,1
"2464","FIG01204151: hypothetical protein",1,1
"2465","FIG01199841: hypothetical protein",1,1
"2466","Putative efflux (PET) family inner membrane protein YccS",1,1
"2467","DNA helicase IV (EC 3.6.4.12)",1,1
"2468","Periplasmic divalent cation tolerance protein CutA",1,1
"2469","FIG028593: membrane protein",1,1
"2470","Isopenicillin N synthase",1,1
"2471","DnaJ-related protein",1,1
"2472","Isopentenyl-diphosphate Delta-isomerase (EC 5.3.3.2)",1,1
"2473","Arylesterase (EC 3.1.1.2)",1,1
"2474","ABC transporter, fused permease protein",1,1
"2475","FIG01200181: hypothetical protein",1,1
"2476","Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)",1,1
"2477","Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)",1,1
"2478","Lactam utilization protein LamB",1,1
"2479","FIG01200212: hypothetical protein",1,1
"2480","Cytochrome c-type protein NapC",1,1
"2481","Nitrate reductase cytochrome c550-type subunit",1,1
"2482","Periplasmic nitrate reductase (EC 1.7.99.4)",1,1
"2483","Periplasmic nitrate reductase component NapD",1,1
"2484","Ferredoxin-type protein NapF (periplasmic nitrate reductase)",1,1
"2485","Nitrate/nitrite sensor protein NarQ",1,1
"2486","Nitrate/nitrite response regulator protein NarP",1,1
"2487","Anaerobic C4-dicarboxylate transporter DcuC",1,1
"2488","Lipase-related protein",1,1
"2489","FIG01199606: hypothetical protein",1,1
"2490","FIG01201249: hypothetical protein",1,0
"2491","Cytochrome b561 homolog 2",1,1
"2492","FIG01201176: hypothetical protein",1,1
"2493","FIG01199629: hypothetical protein",1,1
"2494","Predicted ATP-dependent endonuclease of the OLD family, YbjD subgroup",1,1
"2495","5'-nucleotidase (EC 3.1.3.5)",1,1
"2496","FIG01204930: hypothetical protein",1,1
"2497","Integral membrane protein TerC",1,1
"2498","hypothetical protein that often co-occurs with aconitase",1,1
"2499","Periplasmic chorismate mutase I precursor (EC 5.4.99.5)",1,1
"2500","Homoserine O-acetyltransferase (EC 2.3.1.31)",1,1
"2501","Zn-dependent protease",1,1
"2502","Zn-dependent protease with chaperone function PA4632",1,1
"2503","1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis",1,1
"2504","PTS system, IIA component",1,1
"2505","SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA",1,1
"2506","Conserved protein containing a Zn-ribbon motif",1,1
"2507","TonB-dependent heme and hemoglobin receptor HutA; TonB-dependent hemin, ferrichrome receptor",1,1
"2508","Protein lysine acetyltransferase Pat (EC 2.3.1.-)",1,1
"2509","DamX-related protein",1,1
"2510","D-alanine--D-alanine ligase (EC 6.3.2.4)",1,1
